,name,price,image_url,description,size,brand,rating,review
169,Intex Quick Fill AC/DC Electric Pump,"KSh 6,730",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/2549041/1.jpg?7235,"Nozzles fit most valve sizesMaximum air flow gets the job done quicklyComes with 3 nozzlesAll our products are designed for comfort, safety and fun.",,Intex,0 out of 5,
170,Miniso We Bare Bears-Lovely Sitting Plush Toy  - Ice Bear,"KSh 1,299",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/6129841/1.jpg?1148,High QualityAffordableEasy to useDurable,,Miniso,0 out of 5,
171,Miniso We Bare Bears-Lovely Sitting Plush Toy  - Panda,"KSh 1,299",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/6129841/1.jpg?1148,High QualityAffordableEasy to useDurable,,Miniso,0 out of 5,
172,Mattel Pictionary Junior,"KSh 5,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/579053/1.jpg?2954,"Includes
  120 two-sided cards; one side is more challenging, and the other easier --
  for younger players.For 3 or more playersAges: 7 -12",,Mattel,0 out of 5,
173,Intex Pool School Deluxe Baby Float.  ( Age 1-2 Years ),"KSh 1,980",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/3549041/1.jpg?7217,Large square ringMaximum weight limit 15kg (33Lb)Vinyl PVC materialAges 1-2 Years,,Intex,0 out of 5,
174,Intex Play Goggles AGE 8+ Years,"KSh 1,250",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/36/3549041/1.jpg?7212,"Suitable for ages 8 and aboveHas wide eyecup for teens and adultsAssorted colors, items received may differ in colorWater Pro Goggles has wider eye cup for convenience enhancement.",,Intex,5 out of 5,
175,Miniso Tire Track Car Set (4 Pcs),"KSh 3,499",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/0334002/1.jpg?5388,"Variety of Cars: With four distinct car designs included, the set offers some selection and keeps playtime engaging.Push and Go Action: These are inertia cars, meaning a push propels them forward without batteries or controls. This simplicity is perfect for young children who are just starting to explore cause-and-effect play.Hand-Eye Coordination: Pushing the cars around and watching them move helps develop hand-eye coordination in young children.Imaginative Play: The car designs and tire tracks encourage imaginative play, allowing children to create scenarios and storylines for their playtime.Independent Play: The simple push-and-go action allows children to play independently, fostering a sense of exploration and discovery.",Multicolored,Miniso,0 out of 5,
176,Philips FC9350 - Bagless Vacuum Cleaner - Deep Black,"KSh 26,995",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/563501/1.jpg?4272,"Large wheels for smooth motion controlAdvanced dust container design for hygienic emptyingLight weight and compact, giving you the freedom to moveSoft brush integrated into handle, always ready to useActiveLock couplings to easily adjust to each cleaning
taskNew Multi Clean nozzle for thorough cleaning on all
floors",,Philips,4.3 out of 5,"Works like a charm on both tiles and carpets. However, the suction power adjustment feature sometimes moves to higher suction power by itself. It can also get hot when used for long."
177,Intex Rainbow Ring Play Center Age 2+ Years,"KSh 14,680",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/3549041/1.jpg?7228,"It comes with Center that includes water slide, wading pool, ring toss game (with 4 inflatable rings)Water sprayer that will be attached to garden hose to keep kids cool in summerHas a Water capacity: 77 gallons.Comes with Ball roller game and toss ball game (six plastic play balls included)",,Intex,0 out of 5,
178,Intex Ultra Lounge Chair With Ottoman Age- 8 Years & Above,"KSh 8,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/62/2549041/1.jpg?7249,"High quality waterproof flocked top, sides, and bottom that are soft to the touchFolds compactly for storage or travel21 gauge flocked waterproof top, sides and bottom2-in-1 Valve has extra-wide openings for fast inflating and deflatingBuilt-In Cup Holder to hold your refreshments, the remote, or your glassesShelf boxIncludes Chair and OttomanProduct Size: Chair (99.0 x 130.0 x 76.0 cm) Ottoman (64.0 x 28.0 cm)",,Intex,0 out of 5,
179,Intex Water Pro Goggles Age 14+ Years,"KSh 1,400",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/3549041/1.jpg?7213,"Suitable for ages 14 and aboveHas wide eyecup for teens and adultsAssorted colors, items received0 may differ in colorWater Pro Goggles has wider eye cup for convenience enhancement.",,Intex,0 out of 5,
180,Intex See Me Sit Pool Rider Age 3-4Y,"KSh 1,350",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/52/3549041/1.jpg?7221,"Dimensions of 30"" x 23""Suitable for ages 3-4 Years10-gauge vinylTwo air chambersSmooth leg holes",,Intex,0 out of 5,
181,Miniso Snoopy Jungle Adventure Building Blocks A - The Tree House 287 Pcs,"KSh 2,099",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/37/103699/1.jpg?8874,High QualityAffordableEasy to useExcellent product,,Miniso,0 out of 5,
182,Go Turkey DARK GREY ECO SHALLOW POT,"KSh 5,997 - KSh 6,849",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/2870881/1.jpg?0503,Not Available,26cm | 28cm,Go Turkey,0 out of 5,
183,Miniso Animals Coloring Suncatcher  - Giraffe Drawing Set Art,KSh 193,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/95/023507/1.jpg?0069,High QualityAffordableEasy to useExcellent product,,Miniso,0 out of 5,
184,Superfoam Rexin Pool Bed Outdoor Mattress- Yellow,"KSh 5,263 - KSh 8,421",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/910246/1.jpg?1065," Simple, durable, and comfy, High Density Foam Waterproof Rexin MaterialEasy To cleanSuitable for Outdoor Pool SpaceOne Fold",74 x 29 x 2 inches | 74 x 29 x 3 inches | 74 x 36 x 2 inches | 74 x 36 x 3 inches | 77 x 20 x 2 inches | 77 x 23 x 2  inches,Superfoam,0 out of 5,
185,Miniso We Bare Bears 8in. Dessert Bare Bears Plush Toy - Ice Bear Strawberry,KSh 859,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/0398102/1.jpg?3627,"Soft and cuddly 8-inch design perfect for cuddling and playtime. Made with high-quality materials for long-lasting enjoyment.Features Ice Bear holding a delicious strawberry, capturing his love for food.Officially licensed Miniso product for true fans.Perfect gift for We Bare Bears fans of all ages.",Ice Bear Strawberry,Miniso,0 out of 5,
186,Infantino Rock 'N Stack Rings Pink - Age - 6 Months & Above.,"KSh 1,450",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/3641531/1.jpg?6475,"Five rings to grasp and stackTop ring has shiny reflective surface inside with swirling, rattling beadsHelps develop hand-eye coordinationBright colors engage baby's sensesEasy for little hands to hold",,Infantino,0 out of 5,
187,Intex Swim Center Family Lounge  Round Pool Age- 3 Years & Above,"KSh 12,980",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/1549041/1.jpg?7257,"Inflatable pool with three rings made of heavy duty vinyl.With three transparent inflatable rings.Two bottle holders on the upper rim of the pool, with drain plug for easy filling and emptying.Inflatable water capacity: 640 litres, repair patch included in the package.Approximate measurements of the swollen part: 229 x 218 x 79 cm.",,Intex,0 out of 5,
188,Intex Giant Bellow Foot Pump 12-Inch/30cm Blue/Black,"KSh 2,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/1549041/1.jpg?7267,Not Available,,Intex,0 out of 5,
189,Miniso We Bare Bears 8in. Dessert Bare Bears Plush Toy - Panda Watermelon,KSh 859,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/6708102/1.jpg?9357,"Adorable design featuring Panda holding a watermelon slicePerfect for We Bare Bears fans of all agesMakes a great gift for birthdays, holidays, or any occasionCollect all three We Bare Bears dessert plushies (Panda, Grizzly, and Ice Bear) for even more fun!",Panda Watermelon,Miniso,0 out of 5,
190,TK Hockey Stick 3.3 Control Bow,"KSh 13,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/0504321/1.jpg?7207,"Featuring
  a sweeping profile, it is designed to offer all round assistance to a
  360-degree skill set. Perfect for those players looking for an
  all-roundersBow Peak: 24mmBow Position: 235mm","37.5"" L | 37.5"" M",TK,0 out of 5,
191,Miniso Care Bears Collection 12in. Plush Toy - Grumpy,"KSh 1,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/7279302/1.jpg?2701,"Classic Character: Grumpy Bear is one of the most recognizable Care Bears characters, known for his grumpy exterior and surprisingly sunny disposition. This plush toy is a great way for fans of all ages to show their love for this iconic bear.Soft and Cuddly: Made from super soft, high-quality materials, this Miniso Care Bears plush toy is perfect for cuddling and snuggling. It's the ideal bedtime companion or playtime friend.Perfect Size: At 12 inches tall, this Grumpy Bear plush toy is the perfect size for both children and adults. It's small enough to take on the go, but big enough to make a statement.Collectible: As part of the Miniso Care Bears Collection, this Grumpy Bear plush toy is a great addition to any Care Bears collection. There are other Care Bear characters available in the collection as well, so you can collect them all!",Grumpy,Miniso,0 out of 5,
192,Miniso Disney Pixar Collection 12in. Rex Plush Toy,"KSh 1,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/6406002/1.jpg?2907,"Large and Huggable Size: At 12 inches tall, this Rex plush is the perfect size for cuddling and playtime. It makes a great cuddle buddy for kids or a nostalgic display piece for adults.Accurate Character Design: The plush will likely feature details that mimic Rex's appearance in the movie, like his green scales, spiky tail, and big, worried eyes, bringing the character to life.High-Quality Materials: Miniso is known for its focus on quality and design. Adorable and Playful: Rex's goofy personality and iconic anxiousness make him a lovable character. The plush can be a source of comfort and fun for children of all ages.",Green,Miniso,0 out of 5,
193,Miniso We Bare Bears Collection 4.0 Backpack - Panda,"KSh 1,069",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/68/9008102/1.jpg?6351,"Made from high-quality, durable materials to withstand everyday wear and tear. This backpack is made from 100% polyester, which is a strong and lightweight material. It is also water-resistant, so you can be sure your belongings will stay dry in case of a light rain shower.Spacious main compartment to store all your essentials, perfect for school, work, or travel. This backpack has a roomy main compartment that can easily fit all of your everyday essentials, such as books, binders, a laptop, or a change of clothes. It also has a front pocket with a zipper closure for smaller items, such as your phone, wallet, or keys.Comfortable padded shoulder straps for easy carrying. This backpack has comfortable padded shoulder straps that will help to distribute the weight of your belongings evenly. This will help to prevent you from getting tired or sore shoulders, even if you are carrying the backpack for a long period of time.Eye-catching design that will turn heads wherever you go. This backpack is sure to get you noticed with its adorable panda design. It is a great way to show off your love for We Bare Bears and your unique style.",Panda,Miniso,0 out of 5,
194,Miniso We Bare Bears Collection 4.0 Backpack - Ice Bear,"KSh 1,069",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/9008102/1.jpg?6351,"Made from high-quality, durable materials built to last: This backpack is made from materials that can withstand everyday wear and tear. You can be sure that it will last for years to come.Spacious main compartment to hold all your essentials: This backpack has a roomy main compartment that can hold all of your everyday essentials, such as books, notebooks, a laptop, and more.Front pocket for easy access to smaller items: The backpack also has a handy front pocket that is perfect for storing smaller items that you need to access quickly, such as your phone, keys, or wallet.Padded adjustable shoulder straps for comfortable carrying: The backpack's padded adjustable shoulder straps make it comfortable to carry, even when it is full of stuff.",Ice Bear,Miniso,0 out of 5,
195,TK Hockey Stick 3.2 Late Bow Plus,"KSh 17,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/92/7962321/1.jpg?5000,"First
  introduced in 2002, the original groove is back! Our full Control Wing
  Technology (CWT) makes a return in 2021 with an updated LATE BOW profile. A
  thinner shaft profile and head shape further enhances fast dynamic
  skills.Bow Peak: 24,5mmBow Positi","36.5"" L | 36.5"" M",TK,0 out of 5,
196,Miniso Travel Series Penguin Airplane Plush Toy - Pink,"KSh 2,005",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/282498/1.jpg?9515,High QualityAffordableEasy to useExcellent product,,Miniso,0 out of 5,
197,Miniso 16in. Lying Shar Pei Plush Toy,"KSh 2,005",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/4123701/1.jpg?7732,High QualityAffordableEasy to useExcellent product,,Miniso,0 out of 5,
198,TK Hockey Stick 3 Control Bow,"KSh 7,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/92/1504321/1.jpg?7196,"Featuring
  a sweeping profile, it is designed to offer all round assistance to a
  360-degree skill set. Perfect for those players looking for an
  all-rounder.Bow Peak: 24mmBow Position: 235mm","36""",TK,0 out of 5,
199,Hasbro Play-Doh Silly Snacks - Milk N Cookies (E5112.),"KSh 2,860",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/550016/1.jpg?2658,"Do you know what time it is? It's time for silly snacks made out of Play Doh compound!Kids ages 3 and up who love to get creative with cooking toys and modeling clay are sure to love creating their own Play Doh versions of kid-approved snacks.Milk ‘n Cookies Play Set Includes milk carton tool with rail, 4 cutters, 2 stampers, texture roller, knife, plate, cup, 1 creation card, and 5 cans of Play Doh Modeling Compound and 1 can of Play Doh Confetti CompoundYou will also receive an 8 pack of Rainbow Play Doh Compound",,Hasbro,0 out of 5,
200,Adidas Tensaur Run Shoes Boys,"KSh 3,905",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/826249/1.jpg?0250,,EU 37 1/3 | EU 28 | EU 28.5 | EU 29 | EU 30 | EU 30.5 | EU 31 | EU 31.5 | EU 32 | EU 33 | EU 33.5 | EU 34 | EU 35 | EU 35.5 | EU 36 | EU 36 2/3 | EU 38 | EU 38 2/3 | EU 39 1/3 | EU 40,Adidas,4.7 out of 5,Excellent product quality 
201,Adidas Duramo SL Men Running Shoes,"KSh 6,156",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/1438661/1.jpg?1341,"Regular fitLace closureMono mesh upperLightweight, stable feelTextile liningLIGHTMOTION cushioning",EU 37 1/3 | EU 48 2/3 | EU 47 1/3 | EU 36 | EU 36 2/3 | EU 38 | EU 38 2/3 | EU 39 1/3 | EU 40 | EU 40 2/3 | EU 42 | EU 41 1/3 | EU 42 2/3 | EU 43 1/3 | EU 44 | EU 44 2/3 | EU 46 | EU 45 1/3 | EU 46 2/3 | EU 48 | EU 49 1/3 | EU 50 2/3,Adidas,4.9 out of 5,Good quality orignal product | excellent and firm shoes.
202,Adidas Grand Court Td Lifestyle Court Casual Shoes Men,"KSh 6,443",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/533837/1.jpg?7292,,EU 37 1/3 | EU 47 1/3 | EU 35.5 | EU 36 | EU 36 2/3 | EU 38 | EU 38 2/3 | EU 39 1/3 | EU 40 | EU 40 2/3 | EU 42 | EU 41 1/3 | EU 42 2/3 | EU 43 1/3 | EU 44 | EU 44 2/3 | EU 46 | EU 45 1/3 | EU 46 2/3 | EU 48 | EU 49 1/3,Adidas,4.8 out of 5,Good quality shoes | Fits well to size. Good quality. | I loved the shoe
203,Miniso Barbie Collection Bath Slippers - 39-40,"KSh 1,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/72/7282902/1.jpg?3869,"Adorable Barbie design: Featuring cute and colorful Barbie graphics, these slippers are perfect for any Barbie fan.Comfortable wear: Made with soft and fluffy materials, these slippers provide ultimate comfort for your feet.Perfect for indoor use: The slippers have a slip-on design and a gripped sole, making them ideal for lounging at home.Great gift for Barbie lovers: These slippers are a fantastic gift for any child who loves Barbie dolls.Available in size 39-40: Ensure a perfect fit for your child's feet.",EU 39-40,Miniso,0 out of 5,
204,Bata BLACK SPORTY,KSh 699,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/78/015062/1.jpg?9745,Affordable shoeStylish shoeTrendy shoeComfortable shoe.,UK 4 | UK 5 | UK 6 | UK 7 | UK 8 | UK 9 | US 10 | US 11,Bata,4.7 out of 5,Good quality  | Good size and comfortable  | Exactly what I ordered
205,Defacto Man Smart Casual Slim Fit Short Sleeve Knitted Polo T-Shirt - Beige,"KSh 1,401",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/6185251/1.jpg?6148,Gender:ManBuyer Group:KnittedColour Family:BeigeFit:Slim FitSleeve:Short SleeveShellFabric1 Cotton 52% Elastane 1% Modal 47%,EU S | EU M | EU L | EU XL | EU XXL | EU XXXL,Defacto,4.8 out of 5,
